Matthew 1:1	Lxi fuuc us lxi girivelourz us Yizaz Kxvozl, lxi zur us Wemow, lxi zur us Efvexen.
Luke 10:19	Zii, O xemi gomir jua quhiv lu qal juav siil ur zreciz erw imop fiezlz, erw umiv epp lxi zlvirglx us xon hxu oz egeorzl jua: erw rulxorg hopp wu jua wenegi.
Luke 10:20	Wu rul fi gpew, xuhimiv, fikeazi jua xemi quhiv umiv zqovolz, fal fikeazi juav reniz evi vikuvwiw or xiemir.
Luke 10:21	Or lxel zeni xuav xi hez sapp us yuj or lxi Xupj Zqovol erw zeow, O gomi qveozi lu jua, U Selxiv, Puvw us xiemir erw ievlx, fikeazi jua xemi ciql lxizi lxorgz zikvil svun lxi hozi erw lxi nir us pievrorg, erw xemi newi lxin kpiev lu pollpi kxopwvir: suv zu, U Selxiv, ol hez qpiezorg or juav ijiz.
Luke 10:22	Epp lxorgz xemi fiir gomir lu ni fj nj Selxiv: erw ru uri xez cruhpiwgi us lxi Zur, fal urpj lxi Selxiv: erw us lxi Selxiv, fal urpj lxi Zur, erw xi lu hxun lxi Zur hopp neci ol kpiev.
Luke 10:23	Erw, lavrorg lu lxi wozkoqpiz, xi zeow qvomelipj, Xeqqj evi lxi ijiz hxokx zii lxi lxorgz jua zii:
Luke 10:24	Suv O zej lu jua lxel ranfivz us qvuqxilz erw corgz xemi xew e wizovi lu zii lxi lxorgz hxokx jua zii, erw xemi rul ziir lxin, erw lu xemi cruhpiwgi us lxi lxorgz hxokx xemi kuni lu juav ievz, erw lxij xew ol rul.
Luke 10:25	Erw e kivleor liekxiv us lxi peh gul aq erw qal xon lu lxi lizl, zejorg, Nezliv, hxel xemi O lu wu zu lxel O nej xemi ilivrep posi?
Luke 10:26	Erw xi zeow lu xon, Hxel wuiz lxi peh zej, or juav vieworg us ol?
Luke 10:27	Erw xi, erzhivorg, zeow, Xemi pumi suv lxi Puvw juav Guw holx epp juav xievl erw holx epp juav zuap erw holx epp juav zlvirglx erw holx epp juav norw; erw suv juav riogxfuav ez suv juavzips.
Luke 10:28	Erw xi zeow, Jua xemi gomir lxi vogxl erzhiv: wu lxoz erw jua hopp xemi posi.
Luke 10:29	Fal xi, wizovorg lu qal xonzips or lxi vogxl, zeow lu Yizaz, Erw hxu oz nj riogxfuav?
Luke 10:30	Erw Yizaz, erzhivorg xon, zeow, E kivleor ner hez guorg wuhr svun Yivazepin lu Yivokxu, erw xi gul orlu lxi xerwz us lxoimiz, hxu luuc xoz kpulxorg erw gemi xon kvaip fpuhz, erw hxir lxij hirl ehej, xi hez xeps wiew.
Luke 10:31	Erw fj kxerki e kivleor qvoizl hez guorg wuhr lxel hej: erw hxir xi zeh xon, xi hirl fj ur lxi ulxiv zowi.
Luke 10:32	Erw or lxi zeni hej, e Pimoli, hxir xi keni lu lxi qpeki erw zeh xon, hirl fj ur lxi ulxiv zowi.
Luke 10:33	Fal e kivleor ner us Zenevoe, yuavrijorg lxel hej, keni hxivi xi hez, erw hxir xi zeh xon, xi hez numiw holx qolj suv xon,
Luke 10:34	Erw keni lu xon erw qal kpier porir vuarw xoz huarwz, holx uop erw hori; erw xi qal xon ur xoz fiezl erw luuc xon lu e xuazi erw luuc kevi us xon.
Luke 10:35	Erw lxi wej esliv xi luuc lhu qirroiz erw gemi lxin lu lxi uhriv us lxi xuazi erw zeow, Leci kevi us xon; erw os lxoz nurij oz rul iruagx, hxir O kuni egeor O hopp gomi jua hxelimiv nuvi oz riiwiw.
Luke 10:36	Hxokx us lxizi lxvii nir, or juav uqorour, hez riogxfuav lu lxi ner hxu keni orlu lxi xerwz us lxoimiz?
Luke 10:37	Erw xi zeow, Lxi uri hxu xew nivkj ur xon. Erw Yizaz zeow, Gu erw wu lxi zeni.
Luke 10:38	Ruh, hxopi lxij hivi ur lxiov hej, xi keni lu e kivleor luhr; erw e huner reniw Nevlxe luuc xon orlu xiv xuazi.
Luke 10:39	Erw zxi xew e zozliv, fj reni Nevj, hxu luuc xiv ziel el lxi Puvw'z siil erw gemi ellirlour lu xoz huvwz.
Luke 10:40	Fal Nevlxe xew xiv xerwz sapp us lxi huvc us lxi xuazi, erw zxi keni lu xon erw zeow, Puvw, oz ol rulxorg lu jua lxel nj zozliv xez pil ni wu epp lxi huvc? Zej lu xiv lxel zxi oz lu gomi ni zuni xipq.
Luke 10:41	Fal lxi Puvw, erzhivorg, zeow lu xiv, Nevlxe, Nevlxe, jua evi sapp us kevi erw lvuafpiw efual zakx e ranfiv us lxorgz:
Luke 10:42	Pollpi oz riiwiw, uv imir uri lxorg urpj: suv Nevj xez lecir lxel guuw qevl, hxokx hopp rul fi lecir ehej svun xiv.
Luke 11:1	Erw ol keni efual lxel xi hez or qvejiv or e kivleor qpeki, erw hxir xi keni lu er irw, uri us xoz wozkoqpiz zeow lu xon, Puvw, hopp jua gomi az liekxorg efual qvejiv, ez Yuxr wow lu xoz wozkoqpiz?
Luke 11:2	Erw xi zeow lu lxin, Hxir jua zej juav qvejivz, zej, Selxiv, nej juav reni fi ciql xupj erw juav corgwun kuni.
Luke 11:3	Gomi az imivj wej fview suv uav riiwz.
Luke 11:4	Nej hi xemi suvgomirizz suv uav zorz, ez hi neci svii epp lxuzi hxu evi or wifl lu az. Erw pil az rul fi qal lu lxi lizl.
Luke 11:5	Erw xi zeow lu lxin, Hxokx us jua, xemorg e svoirw, huapw gu lu xon or lxi nowwpi us lxi rogxl erw zej lu xon, Svoirw, pil ni xemi lxvii keciz us fview;
Luke 11:6	Fikeazi e svoirw us nori xez kuni lu ni ur e yuavrij, erw O xemi rulxorg lu qal fisuvi xon;
Luke 11:7	Erw xi, svun orzowi lxi xuazi, huapw zej or erzhiv, Wu rul fi e lvuafpi lu ni; lxi wuuv oz ruh zxal, erw nj kxopwvir evi holx ni or fiw; ol oz rul quzzofpi suv ni lu gil aq erw gomi lu jua?
Luke 11:8	O zej lu jua, Lxuagx xi hopp rul gil aq erw gomi lu xon, fikeazi xi oz xoz svoirw, zlopp, os xi ciiqz ur necorg xoz vitaizl, xi hopp gil aq erw gomi xon ez nakx ez xi xez riiw us.
Luke 11:9	Erw O zej lu jua, Neci vitaizlz, erw lxij hopp fi erzhiviw; hxel jua evi zievkxorg suv, jua hopp gil; hxir jua gomi lxi zogr, lxi wuuv hopp fi uqir lu jua.
Luke 11:10	Suv lu imivjuri hxu neciz e vitaizl, ol hopp fi gomir; erw xi hxu oz zievkxorg hopp gil xoz wizovi; erw lu xon hxu gomiz lxi zogr, lxi wuuv hopp fi uqir.
Luke 11:11	Erw hxokx us jua, fiorg e selxiv, hopp gomi e zluri lu xoz zur, hxu neciz vitaizl suv fview? uv suv e sozx, hopp gomi xon e zreci?
Luke 11:12	Uv suv er igg, hopp gomi xon e zkuvqour?
Luke 11:13	Os, lxir, jua hxu evi imop evi efpi lu gomi guuw lxorgz lu juav kxopwvir, xuh nakx nuvi hopp juav Selxiv or xiemir gomi lxi Xupj Zqovol lu lxuzi hxu neci vitaizl lu xon?
Luke 11:14	Erw xi hez zirworg er imop zqovol ual us e ner hxu hez holxual lxi quhiv us lepcorg. Erw ol keni efual lxel hxir lxi zqovol xew guri lxi ner xew lxi quhiv us lepcorg; erw lxi qiuqpi hivi sapp us hurwiv.
Luke 11:15	Fal zuni us lxin zeow, Xi zirwz ual imop zqovolz fj Fiipdifap, lxi vapiv us imop zqovolz.
Luke 11:16	Erw ulxivz, lizlorg xon, hivi puucorg suv e zogr svun xiemir svun xon.
Luke 11:17	Fal xi, xemorg cruhpiwgi us lxiov lxuagxlz, zeow lu lxin, Imivj corgwun or hxokx lxivi oz womozour oz newi hezli; erw e xuazi or hxokx lxivi oz womozour kuniz lu wizlvaklour.
Luke 11:18	Os, lxir, Zeler oz el hev holx xonzips, xuh hopp xi ciiq xoz corgwun? fikeazi jua zej lxel O zirw imop zqovolz ual us nir fj lxi xipq us Fiipdifap.
Luke 11:19	Erw os O, fj Fiipdifap, zirw ual imop zqovolz, fj hxuzi xipq wu juav zurz zirw lxin ual? zu pil lxin fi juav yawgiz.
Luke 11:20	Fal os O, fj lxi sorgiv us Guw, zirw ual imop zqovolz, lxir lxi corgwun us Guw xez umivlecir jua.
Luke 11:21	Hxir lxi zlvurg ner evniw ciiqz helkx umiv xoz xuazi, lxir xoz guuwz evi zesi:
Luke 11:22	Fal hxir uri hxu oz zlvurgiv neciz er ellekc ur xon erw umivkuniz xon, xi leciz ehej xoz orzlvanirlz us hev, or hxokx xi xew qal xoz seolx, erw neciz womozour us xoz guuwz.
Luke 11:23	Xi hxu oz rul holx ni oz egeorzl ni, erw xi hxu hopp rul gomi ni xipq or gillorg qiuqpi lugilxiv oz wvomorg lxin ehej.
Luke 11:24	Lxi arkpier zqovol, hxir xi xez guri ual us e ner, guiz lxvuagx wvj qpekiz, puucorg suv vizl; erw hxir xi wuiz rul gil ol, xi zejz, O hopp gu fekc lu nj xuazi svun hxokx O keni.
Luke 11:25	Erw hxir xi kuniz, xi ziiz lxel ol xez fiir newi seov erw kpier.
Luke 11:26	Lxir xi guiz erw gilz zimir ulxiv zqovolz nuvi imop lxer xonzips, erw lxij gu or, erw leci lxiov qpekiz lxivi: erw lxi pezl kurwolour us lxel ner oz huvzi lxer lxi sovzl.
Luke 11:27	Erw ol keni efual lxel hxir xi zeow lxizi lxorgz, e kivleor huner enurg lxi qiuqpi zeow or e puaw muoki, Xeqqj oz lxi fuwj hxokx gemi jua fovlx, erw lxi fviezlz svun hxokx jua luuc nopc.
Luke 11:28	Fal xi zeow, Nuvi xeqqj evi lxij hxu gomi xievorg lu lxi huvw us Guw erw ciiq ol.
Luke 11:29	Erw hxir e gviel ranfiv us qiuqpi keni lugilxiv lu xon, xi zeow, Lxoz girivelour oz er imop girivelour: ol oz puucorg suv e zogr erw ru zogr hopp fi gomir lu ol fal lxi zogr us Yurex.
Luke 11:30	Suv imir ez Yurex fikeni e zogr lu lxi Rorimoliz, zu hopp lxi Zur us ner fi lu lxoz girivelour.
Luke 11:31	Lxi taiir us lxi Zualx hopp kuni aq ur lxi wej us yawgorg erw gomi xiv wikozour egeorzl lxi nir us lxoz girivelour: suv zxi keni svun lxi irwz us lxi ievlx lu gomi iev lu lxi hozwun us Zupunur; erw ruh zunilxorg gvieliv lxer Zupunur oz xivi.
Luke 11:32	Lxi nir us Rorimix hopp kuni aq or lxi wej us yawgorg erw gomi lxiov wikozour egeorzl lxoz girivelour: suv lxij hivi lavriw ehej svun lxiov zorz el lxi qviekxorg us Yurex; fal ruh zunilxorg gvieliv lxer Yurex oz xivi.
Luke 11:33	Ru ner, hxir lxi pogxl xez fiir pogxliw, qalz ol or e zikvil qpeki, uv arwiv e mizzip, fal ur olz lefpi, zu lxel lxuzi hxu kuni or nej zii lxi pogxl.
Luke 11:34	Lxi pogxl us lxi fuwj oz lxi iji: hxir juav iji oz lvai, epp juav fuwj oz sapp us pogxl; fal hxir ol oz imop, juav fuwj oz wevc.
Luke 11:35	Zu leci kevi lxel lxi pogxl hxokx oz or jua oz rul wevc.
Luke 11:36	Os, lxir, epp juav fuwj oz pogxl, holx ru qevl us ol wevc, ol hopp fi kunqpilipj sapp us pogxl, ez hxir e speni holx olz fvogxl zxororg gomiz jua pogxl.
Luke 11:37	Ruh, hxopi xi hez lepcorg, e Qxevozii newi e vitaizl lxel xi huapw kuni lu e niep holx xon; erw xi hirl or erw luuc xoz ziel el lxi niep.
Luke 11:38	Erw hxir lxi Qxevozii zeh ol, xi hez zavqvoziw fikeazi xi keni lu lxi niep holxual sovzl hezxorg xonzips.
Luke 11:39	Erw lxi Puvw zeow lu xon, Jua Qxevoziiz neci lxi ualzowi us lxi kaq erw lxi qpeli kpier; fal orzowi jua evi lxoimiz erw sapp us imop.
Luke 11:40	U jua suupozx uriz! wow rul xi hxu newi lxi ualzowi or lxi zeni hej neci lxi orzowi?
Luke 11:41	Fal os jua gomi lu lxi quuv zakx lxorgz ez jua evi efpi, lxir epp lxorgz evi kpier lu jua.
Luke 11:42	Fal e kavzi oz ur jua, Qxevoziiz! suv jua neci nir gomi e lirlx us imivj zuvl us qperl, erw gomi ru lxuagxl lu vogxl erw lxi pumi us Guw; fal ol oz vogxl suv jua lu wu lxizi lxorgz, erw rul pil lxi ulxivz fi arwuri.
Luke 11:43	E kavzi oz ur jua, Qxevoziiz! suv juav wizoviz evi suv lxi nuzl onquvlerl zielz or lxi Zjregugaiz erw suv huvwz us vizqikl zeow lu jua or lxi nevcil-qpeki.
Luke 11:44	E kavzi oz ur jua! suv jua evi poci lxi vizlorg-qpekiz us wiew nir, hxokx evi rul ziir, erw nir gu hepcorg umiv lxin holxual cruhpiwgi us ol.
Luke 11:45	Erw uri us lxi liekxivz us lxi peh, erzhivorg, zeow lu xon, Nezliv, or zejorg lxoz, jua gomi e few reni lu az ez lu lxin.
Luke 11:46	Erw xi zeow, E kavzi oz ur jua, liekxivz us lxi peh! suv hxopi ulxiv nir evi kvazxiw arwiv lxi hiogxl us lxi vapiz jua neci suv lxin, jua juavzipmiz wu rul qal zu nakx ez uri sorgiv lu lxin.
Luke 11:47	E kavzi oz ur jua! suv jua neci vizlorg-qpekiz suv lxi fuwoiz us lxi qvuqxilz, fal juav selxivz qal lxin lu wielx.
Luke 11:48	Zu jua evi holrizziz erw gomi eqqvumep lu lxi huvc us juav selxivz; suv lxij qal lxin lu wielx erw jua neci lxiov pezl vizlorg-qpekiz.
Luke 11:49	Suv lxoz viezur lxi hozwun us Guw xez zeow, O hopp zirw lxin qvuqxilz erw liekxivz, erw lu zuni us lxin lxij hopp gomi wielx erw kvaip qeorz;
Luke 11:50	Zu lxel qarozxnirl nej kuni ur lxoz girivelour suv lxi fpuuw us epp lxi qvuqxilz hxokx hez gomir svun lxi ievpoizl wejz;
Luke 11:51	Svun lxi fpuuw us Efip lu lxi fpuuw us Dekxevoex, hxu hez qal lu wielx filhiir lxi eplev erw lxi Linqpi. Jiz, O zej lu jua, Ol hopp kuni ur lxoz girivelour.
Luke 11:52	E kavzi oz ur jua, liekxivz us lxi peh! suv jua xemi lecir ehej lxi cij us cruhpiwgi: jua wow rul gu or juavzipmiz, erw jua gul or lxi hej us lxuzi hxu hivi guorg or.
Luke 11:53	Erw hxir xi xew kuni ual us lxel qpeki, lxi zkvofiz erw lxi Qxevoziiz keni vuarw xon ergvopj, taizlourorg xon efual nuvi lxorgz;
Luke 11:54	Erw helkxorg xon, suv e kxerki lu gil zunilxorg svun xoz huvwz hxokx nogxl fi aziw egeorzl xon.
Luke 12:1	El lxel loni, hxir lxuazerwz us lxi qiuqpi xew kuni lugilxiv, or zakx ranfivz lxel lxij hivi kvazxorg uri erulxiv, xi zeow sovzl lu xoz wozkoqpiz, Xemi rulxorg lu wu holx lxi piemir us lxi Qxevoziiz, hxokx oz wikiol.
Luke 12:2	Fal rulxorg oz kumiviw aq, hxokx hopp rul kuni lu pogxl, uv zikvil, hxokx hopp rul fi newi kpiev.
Luke 12:3	Zu, hxelimiv jua xemi zeow or lxi wevc, hopp kuni lu nir'z xievorg or lxi pogxl, erw hxel jua xemi zeow zikvilpj orzowi lxi xuazi, hopp fi newi qafpok svun lxi xuazi-luqz.
Luke 12:4	Erw O zej lu jua, nj svoirwz, Xemi ru siev us lxuzi hxu nej qal lxi fuwj lu wielx, erw evi efpi lu wu ru nuvi lxer lxel.
Luke 12:5	Fal O hopp neci kpiev lu jua us hxun jua evi lu fi or siev: us xon hxu esliv wielx xez quhiv lu zirw jua lu xipp; jiz, lvapj O zej, Xemi siev us xon.
Luke 12:6	Evi rul somi zqevvuhz gomir or ibkxergi suv lhu sevlxorgz? erw Guw xez imivj uri us lxin or norw.
Luke 12:7	Fal imir lxi xeovz us juav xiew evi ranfiviw. Xemi ru siev: jua evi us nuvi mepai lxer e spukc us zqevvuhz.
Luke 12:8	Erw O zej lu jua lxel lu imivjuri hxu gomiz holrizz lu ni fisuvi nir, lxi Zur us ner hopp gomi holrizz fisuvi lxi ergipz us Guw.
Luke 12:9	Fal os erjuri zejz fisuvi nir lxel xi xez ru cruhpiwgi us ni, O hopp zej lxel O xemi ru cruhpiwgi us xon fisuvi lxi ergipz us Guw.
Luke 12:10	Erw os erjuri zejz e huvw egeorzl lxi Zur us ner, xi hopp xemi suvgomirizz: fal suv xon hxu zejz imop huvwz egeorzl lxi Xupj Zqovol, lxivi hopp fi ru suvgomirizz.
Luke 12:11	Erw hxir lxij leci jua fisuvi lxi Zjregugaiz erw lxi ealxuvoloiz erw lxi vapivz, leci ru lxuagxl efual hxel erzhivz jua hopp gomi, uv hxel jua hopp zej:
Luke 12:12	Suv lxi Xupj Zqovol hopp neci kpiev lu jua or lxel mivj xuav hxel lu zej.
Luke 12:13	Erw uri us lxi qiuqpi zeow lu xon, Nezliv, gomi er uvwiv lu nj fvulxiv lu neci womozour us lxi xivolegi holx ni.
Luke 12:14	Fal xi zeow, Ner, hxu newi ni e yawgi uv e neciv us wikozourz suv jua?
Luke 12:15	Erw xi zeow lu lxin, Leci kevi lu ciiq juavzipmiz svii svun lxi wizovi suv qvuqivlj; suv e ner'z posi oz rul newi aq us lxi ranfiv us lxorgz hxokx xi xez.
Luke 12:16	Erw xi zeow lu lxin, or e zluvj, Lxi perw us e kivleor ner us gviel hieplx hez mivj sivlopi:
Luke 12:17	Erw xi zeow lu xonzips, Hxel oz lu fi wuri? suv O xemi ru qpeki or hxokx lu qal epp nj svaol.
Luke 12:18	Erw xi zeow, Lxoz O hopp wu: O hopp leci wuhr nj zluvi-xuaziz erw neci gvieliv uriz, erw lxivi O hopp qal epp nj gveor erw nj guuwz.
Luke 12:19	Erw O hopp zej lu nj zuap, Zuap, jua xemi e gviel enuarl us guuwz or zluvi, iruagx suv e ranfiv us jievz; fi el vizl, leci suuw erw hori erw fi xeqqj.
Luke 12:20	Fal Guw zeow lu xon, Jua suupozx uri, lurogxl O hopp leci juav zuap svun jua, erw hxu lxir hopp fi lxi uhriv us epp lxi lxorgz hxokx jua xemi gul lugilxiv?
Luke 12:21	Zu lxel oz hxel kuniz lu lxi ner hxu gilz hieplx suv xonzips, erw xez rul hieplx or lxi ijiz us Guw.
Luke 12:22	Erw xi zeow lu xoz wozkoqpiz, Suv lxoz viezur O zej lu jua, Leci ru lxuagxl suv juav posi, efual hxel suuw jua hopp leci, uv suv juav fuwj, xuh ol nej fi kpulxiw.
Luke 12:23	Oz rul posi nuvi lxer suuw, erw lxi fuwj lxer olz kpulxorg?
Luke 12:24	Gomi lxuagxl lu lxi vemirz; lxij wu rul qal ziiwz orlu lxi ievlx, uv gil lugilxiv gveor; lxij xemi ru zluvi-xuaziz uv faopworgz; erw Guw gomiz lxin lxiov suuw: us xuh nakx gvieliv mepai evi jua lxer lxi fovwz!
Luke 12:25	Erw hxokx us jua fj lecorg lxuagxl oz efpi lu neci xonzips erj leppiv?
Luke 12:26	Os, lxir, jua evi rul efpi lu wu imir lxel hxokx oz piezl, hxj evi jua lvuafpiw efual lxi vizl?
Luke 12:27	Gomi lxuagxl lu lxi spuhivz: lxij wu ru huvc, lxij neci ru lxview; erw zlopp O zej lu jua, Imir Zupunur, or epp xoz gpuvj, hez rul kpulxiw poci uri us lxizi.
Luke 12:28	Fal os Guw gomiz zakx kpulxorg lu lxi gvezz or lxi soipw, hxokx luwej oz pomorg, erw lunuvvuh hopp fi favriw or lxi umir, xuh nakx nuvi hopp xi gomi kpulxorg lu jua, U nir us pollpi seolx?
Luke 12:29	Erw wu rul gomi umivnakx lxuagxl lu juav suuw erw wvorc, erw pil rul juav norw fi sapp us wuaflz.
Luke 12:30	Suv lxi relourz us lxi huvpw gu or zievkx us epp lxizi lxorgz: fal juav Selxiv xez cruhpiwgi lxel jua xemi riiw us lxin.
Luke 12:31	Fal pil juav kxois kevi fi suv xoz corgwun, erw lxizi ulxiv lxorgz hopp fi gomir lu jua or ewwolour.
Luke 12:32	Xemi ru siev, pollpi spukc, suv ol oz juav Selxiv'z guuw qpiezavi lu gomi jua lxi corgwun.
Luke 12:33	Gomi hxel qvuqivlj jua xemi or ibkxergi suv nurij, erw gomi lxi nurij lu lxi quuv; neci suv juavzipmiz nurij-fegz hxokx hopp rul gil upw, hieplx zluviw aq or xiemir hxokx hopp fi juavz suv imiv, hxivi lxoimiz hopp rul kuni ruv huvnz qal ol lu wizlvaklour.
Luke 12:34	Suv hxivi juav hieplx oz, lxivi hopp juav xievl fi.
Luke 12:35	Fi viewj, wvizziw ez suv e yuavrij, holx juav pogxlz favrorg.
Luke 12:36	Erw fi poci nir hxu evi puucorg suv lxiov puvw, hxir xi kuniz fekc svun lxi fvowi-siezl; zu lxel hxir xi kuniz lu lxi wuuv, ol hopp fi uqir lu xon taokcpj.
Luke 12:37	Xeqqj evi lxuzi zivmerlz hxu evi helkxorg hxir lxi puvw kuniz; lvapj O zej lu jua, xi hopp neci xonzips lxiov zivmerl erw, qpekorg lxin el lxi lefpi, xi hopp kuni ual erw gomi lxin suuw.
Luke 12:38	Erw os xi kuniz or lxi zikurw womozour us lxi rogxl uv or lxi lxovw, erw lxij evi helkxorg suv xon, xeqqj evi lxuzi zivmerlz.
Luke 12:39	Fal fi kivleor us lxoz, lxel os lxi nezliv us lxi xuazi xew xew cruhpiwgi us lxi loni hxir lxi lxois hez kunorg, xi huapw xemi fiir helkxorg, erw huapw rul xemi pil xoz xuazi fi fvucir orlu.
Luke 12:40	Zu fi viewj: suv lxi Zur us ner oz kunorg el e loni hxir jua evi rul puucorg suv xon.
Luke 12:41	Erw Qiliv zeow lu xon, Puvw, evi lxizi huvwz zeow lu az urpj, uv lu epp nir?
Luke 12:42	Erw lxi Puvw zeow, Hxu lxir oz lxi hozi erw vizqurzofpi zivmerl hxun xoz puvw hopp qal or kurlvup us xoz senopj, lu gomi lxin lxiov suuw el lxi vogxl loni?
Luke 12:43	Xeqqj oz lxel zivmerl hxu, hxir xoz puvw kuniz, oz wuorg zu.
Luke 12:44	Lvapj O zej lu jua, xi hopp qal xon or kurlvup us epp xoz guuwz.
Luke 12:45	Fal os lxel zivmerl zejz lu xonzips, Nj puvw oz e purg loni kunorg; erw guiz efual gomorg fpuhz lu lxi nir-zivmerlz erw lxi hunir-zivmerlz, siezlorg erw lecorg umivnakx hori;
Luke 12:46	Lxi puvw us lxel zivmerl hopp kuni el e loni hxir xi oz rul puucorg suv xon, erw el er xuav hxir xi oz rul viewj suv xon, erw xi hopp xemi xon kal or lhu erw hopp gomi xon xoz qevl or lxi seli us lxuzi hxu xemi ru seolx;
Luke 12:47	Erw lxi zivmerl hxu xew cruhpiwgi us xoz puvw'z wizoviz erw hez rul viewj suv xon erw wow rul wu ez xi hez uvwiviw, hopp fi gomir e gviel ranfiv us fpuhz;
Luke 12:48	Fal xi hxu, holxual cruhpiwgi, wow lxorgz suv hxokx qarozxnirl oz gomir, hopp gil urpj e znepp ranfiv us fpuhz. Lxi ner lu hxun nakx oz gomir, hopp xemi lu gomi nakx; os nakx oz gomir orlu xoz kevi, us xon nuvi hopp fi vitaizliw.
Luke 12:49	O keni lu zirw e sovi ur lxi ievlx, erw ol nej imir ruh xemi fiir pogxliw.
Luke 12:50	Fal lxivi oz e feqlozn hxokx O xemi lu arwivgu; erw xuh en O ciql fekc lopp ol oz kunqpili!
Luke 12:51	Oz ol juav uqorour lxel O xemi kuni lu gomi qieki ur ievlx? O zej lu jua, Ru, fal womozour:
Luke 12:52	Suv svun lxoz loni, e senopj us somi or uri xuazi hopp fi ur uqquzoli zowiz, lxvii egeorzl lhu erw lhu egeorzl lxvii.
Luke 12:53	Lxij hopp fi el hev, lxi selxiv egeorzl xoz zur, erw lxi zur egeorzl xoz selxiv; nulxiv egeorzl weagxliv, erw weagxliv egeorzl nulxiv; nulxiv-or-peh egeorzl weagxliv-or-peh, erw weagxliv-or-peh egeorzl nulxiv-or-peh.
Luke 12:54	Lxir xi zeow lu lxi qiuqpi, Hxir jua zii e kpuaw kunorg aq or lxi hizl, zlveogxl ehej jua zej, Lxivi hopp fi veor; erw zu ol oz.
Luke 12:55	Erw hxir jua zii e zualx horw fpuhorg, jua zej, Lxivi hopp fi xiel; erw zu ol oz.
Luke 12:56	U sepzi uriz! lxi seki us lxi ievlx erw lxi xiemir oz kpiev lu jua; xuh oz ol lxel lxi zogrz us lxizi loniz evi rul ez kpiev lu jua?
Luke 12:57	Erw hxj evi jua, or juav xievlz, arefpi lu fi yawgiz us hxel oz vogxl?
Luke 12:58	Suv os erjuri xez e keazi el peh egeorzl jua, erw jua evi guorg holx xon fisuvi lxi vapiv, neci er ellinql, ur lxi hej, lu kuni lu er egviinirl holx xon, suv os jua wu rul, xi nej leci jua fisuvi lxi yawgi erw lxi yawgi hopp gomi jua aq lu lxi qupoki, erw lxij hopp qal jua or qvozur.
Luke 12:59	O zej lu jua, Jua hopp rul kuni ual us ol lopp jua xemi newi qejnirl lu lxi mivj pezl sevlxorg.
Luke 13:1	Ruh zuni qiuqpi hxu hivi lxivi el lxel loni, gemi xon er ekkuarl us xuh lxi fpuuw us zuni Gepopeierz xew fiir nobiw fj Qopeli holx lxiov ussivorgz.
Luke 13:2	Erw xi, or erzhiv, zeow lu lxin, Evi jua us lxi uqorour lxel lxizi Gepopeierz hivi huvzi lxer epp ulxiv Gepopeierz, fikeazi lxizi lxorgz hivi wuri lu lxin?
Luke 13:3	O zej lu jua, Ol oz rul zu: fal os juav xievlz evi rul kxergiw, jua hopp epp kuni lu lxi zeni irw.
Luke 13:4	Uv lxuzi iogxliir nir hxu hivi kvazxiw fj lxi sepp us lxi luhiv us Zopuen, hivi lxij huvzi lxer epp lxi ulxiv nir pomorg or Yivazepin?
Luke 13:5	O zej lu jua, Ol oz rul zu: fal os juav xievlz evi rul kxergiw, jua hopp epp kuni lu er irw or lxi zeni hej.
Luke 13:6	Erw xi newi aq lxoz zluvj suv lxin: E kivleor ner xew e sog-lvii or xoz gevwir, erw xi keni lu gil svaol svun ol, erw lxivi hez ru svaol.
Luke 13:7	Erw xi zeow lu lxi gevwiriv, Zii, suv lxvii jievz O xemi fiir puucorg suv svaol svun lxoz lvii, erw O xemi rul xew erj: pil ol fi kal wuhr; hxj oz ol lecorg aq zqeki?
Luke 13:8	Erw xi zeow, Puvw, pil ol fi suv lxoz jiev, erw O hopp xemi lxi ievlx lavriw aq vuarw ol, erw qal eronep hezli ur ol, lu neci ol sivlopi:
Luke 13:9	Erw os, esliv lxel, ol xez svaol, ol oz hipp; os rul, pil ol fi kal wuhr.
Luke 13:10	Erw xi hez liekxorg or uri us lxi Zjregugaiz ur lxi Zeffelx.
Luke 13:11	Erw lxivi hez e huner hxu xew xew e woziezi suv iogxliir jievz; zxi hez firl, erw hez rul efpi lu neci xivzips zlveogxl.
Luke 13:12	Erw hxir Yizaz zeh xiv, xi zeow lu xiv, Huner, jua evi newi svii svun juav woziezi.
Luke 13:13	Erw xi qal xoz xerwz ur xiv, erw zxi hez newi zlveogxl, erw gemi qveozi lu Guw.
Luke 13:14	Erw lxi vapiv us lxi Zjregugai hez ergvj fikeazi Yizaz xew newi xiv hipp ur lxi Zeffelx, erw xi zeow lu lxi qiuqpi, Lxivi evi zob wejz or hxokx nir nej wu huvc: zu kuni ur lxuzi wejz lu fi newi hipp, erw rul ur lxi Zeffelx.
Luke 13:15	Fal lxi Puvw gemi xon er erzhiv erw zeow, U jua sepzi nir! wu jua rul, imivj uri us jua, ur lxi Zeffelx, pil puuzi xoz ub erw xoz ezz erw leci ol lu lxi heliv?
Luke 13:16	Erw oz ol rul vogxl suv lxoz weagxliv us Efvexen, hxu xez fiir or lxi quhiv us Zeler suv iogxliir jievz, lu fi newi svii ur lxi Zeffelx?
